review,review_cleaned,cluster
"Близко залив и КАД. Для меня в этом главное преимущество ЖК. Плюс цена адекватная (взяли двушку). Рядом детсад, школа, так что не придется возить ребёнка далеко.",близко залив кад главное преимущество плюс цена адекватный взять двушка детсад школа прийтись возить ребёнок далеко,4
До метро идти 20-25 минут. Парков по близости много. Прямо за углом Гипер Лента. Есть все необходимое по близости. До аэропорта ехать 10-15 минут.,метро идти минута парковый близость прямо угол гипер лента необходимый близость аэропорт ехать минута,1
"Нет отопления в середине октября. Когда оплачивала на месяц апартаменты, ничего об этом не сказали. Когда выселялась, сообщили что 5000р не вернут, это за подготовку номера деньги. Никакого обогрева не предложили. Кондиционеры на обогрев не работают, отключили чтобы жильцы электричество не накручивали.",отопление середина октябрь оплачивать месяц апартамент сказать выселяться сообщить р вернуть подготовка номер деньга никакой обогрев предложить кондиционер обогрев работать отключить жилец электричество накручивать,4
"Полнейший бред с заселением , оценка снижена за этот квест. В целом чисто и аккуратные апарты",полный бред заселение оценка снизить квест чисто аккуратный апарта,0
Очень интересное место. Номера красивые и удобные. Чувствуется забота о клиентах. Потрясающий вид из окна! Все нужное рядом. Я точно посоветую это место своим друзьям.,интересный номер красивый удобный чувствоваться забота клиент потрясать нужный точно посоветовать свой друг,0
"Сотрудники безответственно относятся к своим обязанностям и Вашим документам (потеряли), а вернув в день отъезда не посчитали нужным объяснить и извиниться. Будьте бдительны!",сотрудник безответственно относиться свой обязанность ваш документ потерять вернуть день отъезд посчитать нужный объяснить извиниться бдительный,5
Все отлично живу уже 4 месяца 👌,отлично месяц,0
"Отличное место, сервис на уровне! Очень красиво!",сервис уровень красиво,0
Чисто опрятно и не дорого!,чисто опрятно дорого,4
"Очень надеюсь, что застройщик остановится на двух корпусах",надеяться остановиться корпус,4
"Одно из самых ужасных архитектурных решений, которое только можно было придумать для прекрасного района Санкт-Петербурга. По уродливости может посоревноваться с ЖК Ромашки, но те хотя бы за пределами КАДа. Теперь эту ""красоту"" видно почти из любой точки южной малоэтажной части московского района. ",самый ужасный архитектурный решение придумать прекрасный санктпетербург уродливость посоревноваться ромашка хотя предел када красота видно любой точка южный малоэтажный часть московский,0
"Это спальные районы, когда находишься там, невозможно понять, в каком ты городе",спальная находиться невозможно понять город,2
Прекрасная улица все рядом . 🙂,прекрасный улица,0
"Неплохой дизайн, удобное расположение, до станций метро ""Звёздная"" и ""Московская"" примерно одинаковое расстояние, рядом рынок, магазины ""Лента"", ""Пятёрочка"", ""Магнит"".Уберут склады и ангары и будет нормально смотреться. Большой проект.",неплохой дизайн удобный расположение станция метро звёздный московский примерно одинаковый расстояние рынок магазин лента пятёрочка магнитубрать склад ангара нормально смотреться большой,3
Очередной разводняк от этого застройщика.,очередной разводняк,2
Нормально для 20-30 лет .,нормально год,2
"Пока не введён в эксплуатацию, поэтому выводы делать преждевременно. Из плюсов - локация. Из минусов - человейник.",ввести эксплуатация поэтому вывод делать преждевременно плюс локация минус человейник,4
"Хорошая попытка реализации международной бизнес-модели. Питер был и остается городом студентов и туристов. Если идея будет реализована до конца, то вообще супер. Наблюдаем",попытка реализация международный бизнесмодель питер оставаться город студент турист идея реализовать конец вообще супер наблюдать,4
Клоповник низкого качества с минимальными площадями квартир. Многоэтажная уродливая трущоба.,клоповник низкий качество минимальный площадь многоэтажный уродливый трущоба,2
"Это ужас . Портят интерьер всего старого Московского района. На клочке земли хотят построить три огромных небоскреба, смотрящих друг другу в окна и находящихся у края дороги. А ценник будет думаю заоблачный , не понятно за что ",ужас портить интерьер старое московский клочок земля хотеть построить огромный небоскрёб смотреть друг друг находиться край дорога ценник думать заоблачный понятно,5
"Будет 5 зданий, по состоянию на август 2021 построено одно",здание состояние август построить,4
"Задумка не плохая.Мне нравится останавливаться в апарт-отелях.Это намного удобнее чем каждый раз гадать на добросовестного ли хозяина ""квартиры на сутки"" нарвешься)",задумка плохаямн нравиться останавливаться апартотеляхэтый намного удобный каждый гадать добросовестный хозяин сутки нарваться,4
"Это просто топ, особенно если ты родитель, школа и садик уже стоят и работают! Не надо ждать и не придётся возить детей через весь город, это огромный плюс. Внутри всё безопасно - дворы-парки вообще без машин, хоть своих мелких мы пока одних и не отпускаем.",топ особенно родитель школа садик стоять работать ждать прийтись возить ребёнок весь город огромный плюс внутри безопасно дворыпарка вообще машина свой мелкий отпускать,3
"Паркинги крытые достроили, так что полегче должно стать с парковкой. 2 места я потянул купить только благодаря рассрочке, дали на полгода, а так бы скорее всего только одно приобрели бы.",паркинг крытый достроить лёгкий должный стать парковка потянуть купить благодаря рассрочка дать полгода скорее приобрести,4
"Близость к метро и наличие садика в комплексе были must-have, в первую очередь смотрели такие новостройки. Кантемировская понравилась, тут близко до метро, работает садик. К тому же дом сдается уже в первой половине 2026го года, нас такой срок вполне устраивает.",близость метро наличие садик первый очередь смотреть новостройка кантемировский понравиться близко метро работать садик сдаваться первый половина го год срок вполне устраивать,5
"Сейчас идет оформление в собственность машиномест на крытом паркинге. Я приобретала место вместе с квартирой, потому что здесь рядом не так много свободных мест для парковки. Так что покупка места была скорее необходимостью, нежели просто прихотью. Это вопрос удобства.",идти оформление собственность машиноместо крытый паркинг приобретать вместе свободный парковка покупка скорее необходимость нежели прихоть вопрос удобство,0
"Была тут в гостях, видела школу, в которой учатся дети. Хорошее решение было оставить старинное здание и отреставрировать его. Внутри школа отвечает всем стовременным стандартам, а снаружи сохранен исторический облик нашего города.",гость видеть школа учиться ребёнок решение оставить старинный здание отреставрировать внутри школа отвечать весь стовременной стандарт снаружи сохранный исторический облик наш город,0
"Отделка от пика без сюрпризов, коммуналка нормальная, не завышенная. Подъезды всегда чистые, как собственно и территория вокруг жк, ук следит за порядком",отделка сюрприз коммуналка нормальный завысить подъезд чистый собственно территория вокруг ук следить порядок,3
Плюсы для меня: - садик и школа свои на территории жк - хорошая детская площадка - есть крытая парковка где уже купили место - удобные въезды/выезды на дорогу (не один на весь жк) - развитая инфраструктура в районе. Минусов по благоустройству и локации я не вижу.,плюс садик школа свой территория детский площадка крытый парковка удобный въездывыезд дорога весь развить инфраструктура минус благоустройство локация видеть,3
"Довольно симпатичный жилой комплекс в Питере. Пару раз приезжал сюда просто посмотреть на него, дворы и окружение. Когда вокруг угрюмая питерская советская действительность, то это место дарит легкость и улыбку. Остановились на днях в этом ЖК. Отличное расположение от метро Лесная, близко к центру, набережная в пару сотнях метрах. Красивый и зелёный общий двор с ландшафтным дизайном. Из окна видно светящуюся по ночам телевышку, аля Эйфелева. У нас был 12 этаж. Да и квартира-студия попалась продуманная до мелочей и удобная для Читать далее",довольно симпатичный питер пара приезжать сюда посмотреть двор окружение вокруг угрюмый питерский советский действительность дарить лёгкость улыбка остановиться день расположение метро лесной близко центр набережная пара сотня метр красивый зелёный общий двор ландшафтный дизайн видно светящийся ночь телевышка аля эйфелев этаж квартирастудия попасться продумать мелочь удобный,0
"Отличный ЖК, с прекрасной локацией. Инфраструктура замечательная!!! ",прекрасный локация инфраструктура замечательный,0
"Отличный жилой комплекс. Застройщик ПИК, стройка почти закончена. Интересные планировки, отличные дворы. Имеется два отдельностоящих паркинга по приемлемой стоимости. 7 минут пешком до метро лесная. Имеется детский сад и начальная школа.",стройка закончить интересный планировка двор иметься отдельностоящий паркинг приемлемый стоимость минута пешком метро лесной иметься детский сад начальный школа,1
"Хороший комплекс , метро не далеко , плюсов много!",метро далеко плюс,1
"Район нравится, много чего есть в округе - магазины, кафе-рестораны, в нашем комплексе бистро, кофейня и пара пекарен. Все нужное по рукой ",нравиться округ магазин кафересторан наш бистро кофейня пара пекарный нужный рука,0
"Внешне очень уютно все выглядит, локацию превратили в ЖК с закрытыми двориками, проходить мимо очень нравится.",внешне уютный выглядеть локация превратить закрытый дворик проходить мимо нравиться,0
"Никому не посоветую связываться с ПИК. Вас будет заливать, будет отключаться электричество и взрываться в стенах провода, из под плинтуса будет лезть плесень и все это вы будете исправлять за свои деньги, потому что на гарантию всем плевать. Вы будете слышать когда соседи ходят в туалет и знать, что у них на обед. Нам вот вроде исправили часть недостатков при приемке, но год спустя на том же месте мы снова обнаружили плесень, которая разрослась в пол и стены. И теперь, перед Новым годом нам придется вскрывать пол и переезжать с Читать далее",никто посоветовать связываться заливать отключаться электричество взрываться стена провод плинтус лезть плесень исправлять свой деньга гарантия весь плевать слышать сосед ходить туалет знать обед вроде исправить часть недостаток приёмка год спустя снова обнаружить плесень разрастись пол стена новый год прийтись вскрывать пол переезжать,2
"Хороший район, метро через дорогу практически, есть все пункты выдачи, почта, кафе и до тц можно пешком дойти 👍🏻",метро дорога практически пункт выдача почта кафе тц пешком дойти,3
"Закрытая зона, велосипеды оставляют на улице, за детей спокойно.",закрытый зона велосипед оставлять улица ребёнок спокойно,0
"Хороший жк, удобное расположение ",удобный расположение,3
"классный двор, шикарное расположение, отличная инфраструктура, планировки хорошо продуманы. ",классный двор шикарный расположение инфраструктура планировка продумать,0
"Красивый новый жк, очень понравился.",красивый новый понравиться,0
Купили детям там студии. Все нравится. Ухоженная придомовая территория. Домофон через приложение в смартфоне. Есть дверь отсекающая площадку с лифтом от квартир .,ребёнок студия нравиться уходить придомовый территория домофон приложение смартфон дверь отсекать площадка лифт,3
"Отличный жк, шаговая доступность до метро и остановок",шаговый доступность метро остановка,3
Отличный ЖК. Очень удобная доступность метро. Красивые и современные паркинги. Высокий уровень благоустройства. Комфортное расположение соцобъектов. Из окон верхних этажей видны Лахта центр и светлое коммунистическое будущее ,удобный доступность метро красивый современный паркинг высокий уровень благоустройство комфортный расположение соцобъект окно верхний этаж видный лахта центр светлый коммунистический будущее,0
"Жилой комплекс ничего себе такой! Рядом метро, ЕВРОПОЛИС. СУПЕР👍",метро европолис супер,4
"Хороший ЖК. Живем в нем сейчас. Из плюсов: хорошее расположение, развивается социалка, школа и детский сад от застройщика, двор без машин (своя территория), на мой взгляд удобная планировка квартир. Теперь минусы: низкое качество отделки по квартире и МОПам, плохая вентиляция в квартире (постоянно присутствует запах готовки от соседей, иногда вместе с дымом), низкая шумоизоляция, были проблемы с окнами (сильные сквозняки и наледь), УК работает неохотно и медленно, ждал мастера в сильные морозы чтоб настроил окна 4 недели. В Читать далее",немой плюс расположение развиваться социалка школа детский сад двор машина свой территория взгляд удобный планировка минус низкий качество отделка моп плохой вентиляция постоянно присутствовать запах готовка сосед вместе дым низкий шумоизоляция проблема окно сильный сквозняк наледь ук работать неохотно медленно ждать мастер сильный мороз настроить неделя,5
Я в таком жить не хотела бы. Слышимость соседей шикарная. Из своих окон можно видеть что происходит в других кв. ,хотеть слышимость сосед шикарный свой окно видеть происходить кв,4
"Очень хороший дом. До метро пешком 10 минут. Закрытая территория дома, ухоженный, большой очень красивый двор, с детскими игровыми площадками. Дорожки для роликов, турники замечательные для занятия спортом. Всё очень прилично там.",метро пешком минута закрытый территория уходить большой красивый двор детский игровой площадка дорожка ролик турник замечательный занятие спорт прилично,3
"Порадовало, что из жк есть несколько выездов. А то бывает настроят домов и по маленькой узкой дороге каждое утро выезжаешь. Переехали 4 месяца назад. Школу сдали в этом году, но только для началки. Сын ходит на Харченко, тоже недалеко. В соседнем доме правда гораздо ближе )",порадовать несколько выезд бывать настроить маленький узкий дорога каждый утро выезжать переехать месяц назад школа сдать год началка сын ходить харченко недалеко соседний правда гораздо близкий,2
Современный жилой комплекс с зонами отдыха.,современный зона отдых,0
"Корпус 1 сдан в ноябре 2022 года, сюда в шоурум периодически водят группы потенциальных покупателей. Но УК ООО «ПИК-Комфорт Профи» не сильно заботит успех отдела продаж и в целом репутация ГК ПИК. В парадной уже начинает отваливаться плитка, входной порожек демонтировали до лучших времен, оконные рамы изгибаются дерзкой ухмылкой, лифты периодически отвозят не туда, куда хотелось попасть, снег чистят вместе с газоном, по двору бесстыдно бегают грызуны, мусор не вывозится и т.д. и т.п. Но т.к. это группа компаний со штаб-квартирой Читать далее",корпус сдать ноябрь год сюда шоурум периодически водить группа потенциальный покупатель ук ооо пиккомфорт профи сильно заботить успех отдел продажа репутация гк парадный начинать отваливаться плитка входной порожек демонтировать время оконный рама изгибаться дерзкий ухмылка лифт периодически отвозить туда хотеться попасть снег чистить вместе газон двор бесстыдно бегать грызун мусор вывозиться тд тп тк группа компания штабквартира,5
Красиво . Детская площадка отличная покров безопасен для детей. Спасибо за проект.,красиво детский площадка покров безопасный ребёнок спасибо,3
"Это за внешний вид нового микрорайона. Красивые строгие дома. Один в один как на банере при строительстве. Плохо, что автостоянку сейчас закрыли. Строят ещё один дом. ",внешний новый микрорайон красивый строгий банер строительство плохо автостоянка закрыть строить,2
"Неплохой микрорайон. На сегодняшний день полностью сдано шесть домов и школа/сад. Школа уже приняла своих учеников, а двери садика обещают распахнуть в этом месяце!",неплохой микрорайон сегодняшний день полностью сдать шесть школасад школа принять свой ученик дверь садик обещать распахнуть месяц,4
Современные дома много деревьев и саженцев. Крутая инфраструктура.,современный дерево саженцевый крутой инфраструктура,0
Очень мало велопарковок и немало недалëких людей которые не могут запомнить где в какой квартире и в каком подъезде дома они живут а так же на каком этаже что затрудняет доставку заказа курьеру,мало велопарковка немало недалкий человек мочь запомнить подъезд этаж затруднять доставка заказ курьер,3
"Если Вам дороги свои нервы, время и деньги никогда не связывайтесь с ПИК !!! Этому застройщику просто плевать на то, в каком виде они сдают квартиры! При сдаче Вам недобросовестный представитель ПИК ( в нашем случае это Щекочихина Наталья) впаривает ключи, мотивируя это тем, что ""всё сейчас поправят"" и ключи - это не значит то, что вы приняли! А по факту, всё, ключи у Вас- значит принял! Исправление замечаний, а в моём случаи их было 38, Вам назначают через месяц, НО исправлять никто там ничего не пытается! И по факту они просто Читать далее",дорога свой нерв время деньга связываться плевать сдавать сдача недобросовестный представитель наш случай щекочихин наталья впаривать ключ мотивировать поправить ключ значит принять факт ключ значит принять исправление замечание случай назначать месяц исправлять никто пытаться факт,5
Нормальная новый жк. Главное дома невысокие и балконы есть. Мне больше ниче не надо,нормальный новый главное невысокий балкон,5
"Построили очень крутую школу. Дома древние отремонтировали на высшем уровне. Инфраструктура алееи, тропинки деревья. Беседки. Скамейки всё на высоком уровне.",построить крутой школа древний отремонтировать высокий уровень инфраструктура алеей тропинка дерево беседка скамейка высокий уровень,0
Новый жк с развитой инфраструктурой,новый развитой инфраструктура,0
"Хороший комплекс, квартиры с отделкой и кондиционером. Двор ухоженный, местоположение-почти центр.",отделка кондиционер двор уходить местоположениепочесть центр,0
"Красивый двор, хорошая задумка сделать площадку из брёвен",красивый двор задумка сделать площадка бревно,3
"Расположение удобное достаточно. Метро рядом до центра на машине не далеко. Закрытый зелёный двор. Качество дома на 3+) с виду хорошо сделан, по факту косяков много мелких ) ",расположение удобный достаточно метро центр машина далеко закрытый зелёный двор качество сделать факт косяк мелкий,1
"Новый жилой комплекс. Недалеко станция метро ""Лесная"". Идти меньше 10 минут От Финляндского вокзала, до Кантемировской 11 проходит маршрут автобуса 86. Буквально через каждые 10 минут. Дома находятся в удобном месте для проживания. Наличие недалеко ж/д путей не мешает. Стука поездов не слышно. Обустроены внутренние дворы. Причём обустройство все еще продолжается. Застилают газоны. Выравнивают площадки. Убирают строительный мусор. В доме постепенно появляются арендаторы магазинов. Далеко идти не придётся. Рядом скоро откроют Читать далее",новый недалеко станция метро лесной идти маленький минута финляндский вокзал кантемировский проходить маршрут автобус буквально каждый минута находиться удобный проживание наличие недалеко жд путь мешать стук поезд слышный обустроить внутренний двор причём обустройство продолжаться застилать газон выравнивать площадка убирать строительный мусор постепенно появляться арендатор магазин далеко идти прийтись скоро открыть,1
"Уютный жилой комплекс, есть вся необходимая инфраструктура",уютный весь необходимый инфраструктура,0
"Отделка, от застройщика ПИК, на троечку, звукоизоляция то же. Локация выигрывает только транспортной доступностью и ценой. Поэтому сами для себя решайте, что вам важнее, комфорт или деньги.",отделка троечка звукоизоляция локация выигрывать транспортный доступность цена поэтому решать важный комфорт деньга,1
"Лучший ЖК на районе. Прекрасная транспортная доступность, рядом Европолис, петроградская, парк лесотехнической академии.",прекрасный транспортный доступность европолис петроградский парк лесотехнический академия,1
"Построили дома с душой и чистой совестью! Рядом посьроили школу и детский сад! Вокруг сказочно чудестные детские и спортивные площадки! Живите счастливо ,отдыхайте, учитесь, занимайтесь спортом,!!",построить душа чистый совесть посьроить школа детский сад вокруг сказочно чудестный детский спортивный площадка живить счастливо отдыхать учиться заниматься спорт,3
"Местоположение хорошее, двор красивый. Но отделка от ПИК - это плесень за плинтусом, ламинат, уложенный на невысохшую стяжку, перебитая проводка, большая часть стекол в окнах под замену, кривой пол с перепадами по 2 см на комнату. Дополняю отзыв. ПИК не устраняет недостатки в срок: в начале марта приняли квартиру, за 2 месяца ПИК не смог заменить стекла на окнах, каждый раз кормят завтраками. Те недостатки, которые были устранены, это отдельная история. Устраняли продувания в швах - перебили проводку. Устраняли кривую заливку - Читать далее",местоположение двор красивый отделка плесень плинтус ламинат уложить невысохший стяжка перебить проводка больший часть стекло окно замена кривая пол перепад смотреть комната дополнять отзыв устранять недостаток срок начало март принять месяц смочь заменить стекло окно каждый кормить завтрак недостаток устранить отдельный история устранять продувание швах перебить проводка устранять кривая заливка,5
"Удобный жк во всех отношениях:транспортная развязка,метро,закрытый красивый двор",удобный отношенияхтранспортный развязкаметрозакрыть красивый двор,3
Достроят будет хорошо. Не плохая задумка комплекса. Закрытые дворы. Выглядит симпатично,достроить плохой задумка закрытый двор выглядеть симпатично,3
"Ремонтно занимаюсь уже лет двадцать. Ремонт от застройщика всё хуже с каждым годом, стены тоньше, материалы дешевле. Балконы есть только на чëтных этажах.",ремонтный заниматься год двадцать ремонт плохой каждый год стена тонкий материал дешёвый балкон чтный этаж,2
"Удобное расположение и уникальный современный район - вокруг много новостроек бизнес-класса, когда все заселяться будет шикарное место с инфраструктурой ",удобный расположение уникальный современный вокруг новостройка бизнескласс заселяться шикарный инфраструктура,3
"Классная улица но много заброшенных зданий интересная,но коротенькая",классный улица забросить здание интереснаять коротенький,0
"Нормальный район, здесь с магазинами норм и метро в 5 минутах.",нормальный магазин норма метро минута,1
"Приятный и тихий жилой комплекс. Находится в центре города, как говорится, перекрëсток 7-ми дорог. В любую сторону и безо всяких проблем. 👍",приятный тихий находиться центр город говориться перекрсток ми дорога любой сторона всякий проблема,4
"Техэтажи монтируют 👍 мы за своим 4 корпусом на сайте подсматриваем. С фотоотчетами нам спокойнее, видно как работы идут.",техэтаж монтировать свой корпус сайт подсматривать фотоотчёт спокойный видно работа идти,2
"Здание завода Климов.Рядом на бывшей территории завода ПИК строит жилые дома,место хорошее не далеко от метро.",здание завод климовряд бывший территория завод строить домаместо далеко метро,4
Стройка продолжаетца а на картинке очень даже красиво и уютно.,стройка продолжаетец картинка красиво уютный,4
"Сейчас, бы хотелось отправить себе письмо в прошлое и написать, бери две квартиры, потом одну продашь-закроешь ипотеку за две))) шутка, конечно, ну а серьезно цены растут с каждым днём. Тут хотя бы понятно, что в яму деньги не закопаешь, и видно, что первая очередь почти готова, да и вторая на подходе.",хотеться отправить письмо прошлое написать брать продашьзакрыть ипотека шутка серьёзно цена расти каждый день хотя понятно яма деньга закопать видно первый очередь готовый второй подход,5
"Понравился комплекс, нет ощущения замкнутости. Квартира с видом на сад Матросова, жд не смущает.",понравиться ощущение замкнутость сад матросов жд смущать,0
"Школа и детский сад в историческом объекте, интересная идея для сохранения истории города.",школа детский сад исторический объект интересный идея сохранение история город,3
"Месяц назад оформила кв-ру в этом жк. Понравилось, что тут развитая инфраструктура (минуту всего идти до остановки на Сампсониевском проспекте или на ул. Кантемировской. Ещё кстати м. Лесная близко, минут 5 идти от комплекса, если не ошибаюсь.",месяц назад оформить кврать понравиться развить инфраструктура минута идти остановка сампсониевский проспект ул кантемировский кстати м лесной близко минута идти ошибаться,1
"Ещё в процессе постройки, лепят быстро",процесс постройка лепить быстро,4
"Выбрали квартиру с балконом, еще понравились большие окна. Мне нравится, когда много света в квартире, в Питере этого очень не хватает!",выбрать балкон понравиться больший нравиться свет питер хватать,4
"Противоречивая локация. С одной стороны - почти центр, магистральный перекресток, 10 минут от метро. С другой стороны - территория зажата между Большим Сампсониевским и финляндским направлением ж.д. Причем зажата на очень узкой полоске.",противоречивый локация сторона центр магистральный перекрёсток минута метро сторона территория зажать больший сампсониевский финляндский направление жд причём зажать узкий полоска,2
"Вчера мы приехали посмотреть на этап стройки: было очень шумно особенно когда проезжали поезда. Более менее нормальных школ рядом нет, но есть и плюсы до метро 5 минут, не далеко тц Евро Полис, есть дворики с балконами они должны получиться очень хорошо!",вчера приехать посмотреть этап стройка шумно особенно проезжать поезд менее нормальный школа плюс метро минута далеко тц евро полис дворик балкон должный получиться,1
